name,brand,categories,primaryCategories,reviews.date,reviews.text,reviews.title,processed_text,sentiment_score
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2016-09-16 00:00:00+00:00,"it was good, works pretty easily. the camera is good.",good,good work pretty easily camera good,1
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",Amazon,"Tablets,Fire Tablets,Electronics,Computers,Computer Components,Hard Drives & Storage,Computers & Tablets,All Tablets",Electronics,2017-02-05 00:00:00+00:00,"fixed alot of issues that were complained about with the 7"".","big upgrade from the 7""",fixed alot issue complained,0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-01-16 00:00:00+00:00,this is great product. the tablet are made tough and great price.,great tapblet,great product tablet made tough great price,1
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-03-03 00:00:00+00:00,this tablet is not only a great price but exactly what i needed for quick internet access and to download books !,i love my new tablet !,tablet great price exactly needed quick internet access download book,0
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2018-01-13 00:00:00+00:00,"if amazon and google can work things out, the show will be amazing! we already loved the echo and the dot, and were looking forward to adding video. unfortunately, youtube is no longer on the show, limiting the video content. if they can ever get it back, the show will definitely be a 5 star product!",strong potential,amazon google work thing show amazing already loved echo dot looking forward adding video unfortunately youtube longer show limiting video content ever get back show definitely star product,1
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-11-04 00:00:00+00:00,the family and i love alexa view and once we got it we were hooked now everything in the house and outside is run by voice commands. the opportunities with this are endless.,alexa!!!!!!,family love alexa view got hooked everything house outside run voice command opportunity endless,1
"Kindle Oasis E-reader with Leather Charging Cover - Black, 6"" High-Resolution Display (300 ppi), Wi-Fi - Includes Special Offers",Amazon,"Kindle E-readers,Electronics Features,Computers & Tablets,E-Readers & Accessories,E-Readers,eBook Readers",Electronics,2016-12-07 00:00:00+00:00,bought for my wife to upgrade from the original kindle that she has worn out. big step up from the original and should be good for another 8-10 years.,great e-reader,bought wife upgrade original kindle worn big step original good another year,0
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-09-27 00:00:00+00:00,i have dots and an echo and this just sounds better and looks better,best alexa yet,dot echo sound better look better,0
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2017-06-09 00:00:00+00:00,was not hard to set up and love the quality. good screen size and clarity.,great size and simple,hard set love quality good screen size clarity,1
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2018-05-25 00:00:00+00:00,i bought 2 shows and i am loving them. them video flash briefing are wonderful and personalized. i don't have to keep my phone on me 24/7 to keep in touch with my closest family members; they can just drop in and i can do the same with the kids when away from the house. i made 2 more purchases immediately after to put them in my office and living room. i love the lyrics when music is playing and looking at the forecast on the fly. they are a must have for a modern home.,best purchase ever,bought show loving video flash briefing wonderful personalized keep phone keep touch closest family member drop kid away house made purchase immediately put office living room love lyric music playing looking forecast fly must modern home,1
Amazon Fire TV with 4K Ultra HD and Alexa Voice Remote (Pendant Design) | Streaming Media Player,Amazon,"Amazon SMP,TV, Video & Home Audio,Electronics,Electronics Deals,TVs Entertainment,Digital Device 4,Tvs & Home Theater,Featured Brands,Video Devices & TV Tuners,Consumer Electronics,TV & Video,Internet & Media Streamers,Streaming Media Players,Fire TV,Streaming Devices,Amazon Devices,Amazon,See more Amazon Fire TV with Alexa Voice Remote Digital...",Electronics,2018-05-25 00:00:00+00:00,i really enjoy my fire stick. it's really easy to use.,this is a great piece of equipment,really enjoy fire stick really easy use,0
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,Amazon,"Amazon Echo,Home Theater & Audio,MP3 MP4 Player Accessories,Electronics,Portable Audio,Compact Radios Stereos,Smart Hubs & Wireless Routers,Featured Brands,Smart Home & Connected Living,Home Security,Kindle Store,Electronic Components,Home Automation,Mobile Bluetooth Speakers,Home, Garage & Office,Amazon Tap,Home,Mobile Speakers,TVs & Electronics,Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Electronics Features,Frys,Speakers,Mobile,Digital Device 3,Smart Home,Home Improvement,Electronics, Tech Toys, Movies, Music,Smart Home & Home Automation Devices,Smart Hubs,MP3 Player Accessories,Home Safety & Security,Voice Assistants,Amazon Home,Alarms & Sensors,Portable Audio & Electronics,Amazon Devices,Audio,Bluetooth Speakers,MP3 Accessories,All Bluetooth & Wireless Speakers",Electronics,2017-08-28 00:00:00+00:00,"excellent speaker, love the portability and long lasting battery before a recharge is needed. a very good digital assistant and lots of fun to use.",portable and very cool,excellent speaker love portability long lasting battery recharge needed good digital assistant lot fun use,3
"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",Electronics,2016-06-03 00:00:00+00:00,"this new fire tablet with 16 gb of internal memory is an upgrade from my older 8 gb version, allowing more storage of books, movies and apps.",love it!,new fire tablet gb internal memory upgrade older gb version allowing storage book movie apps,0
"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",Electronics,2016-12-23 00:00:00+00:00,"great product, user friendly and can't be beaten for the promotion prices.",perfect for beginners...,great product user friendly ca beaten promotion price,1
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2016-06-23 00:00:00+00:00,"this tablet does a great deal! from surfing the net, to watching movie, and using all of the music channels, this is an affordable way to stay in touch. also, i use it for ebooks for school.",does a lot,tablet great deal surfing net watching movie using music channel affordable way stay touch also use ebooks school,1
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2017-12-09 00:00:00+00:00,"we love alexa! great addition to our family! lol but seriously, you can rely on alexa....",really smart,love alexa great addition family lol seriously rely alexa,2
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-12-22 00:00:00+00:00,purchased this item for our daughter. she absolutely loves it!,fun item for the family,purchased item daughter absolutely love,1
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2016-12-27 00:00:00+00:00,great 8 inches tablet with and amazing storage for apps.,awesome,great inch tablet amazing storage apps,1
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2016-12-30 00:00:00+00:00,i am pleasantly surprised at how well this works. i bought the e reader and it didn't work so i was nervous buying this kindle. but it works great and my son loves it!,tablet for my son,pleasantly surprised well work bought e reader work nervous buying kindle work great son love,2
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2016-12-31 00:00:00+00:00,great device and easy setup.the ease of use for the kids are also great.,kindle,great device easy ease use kid also great,1
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-16 00:00:00+00:00,"love the new fire - great for books, games, and getting online! easy to use features and perfect size screen to take on the go!",great for reading!,love new fire great book game getting online easy use feature perfect size screen take go,2
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",Amazon,"Tablets,Fire Tablets,Electronics,Computers,Computer Components,Hard Drives & Storage,Computers & Tablets,All Tablets",Electronics,2017-01-17 00:00:00+00:00,this was a christmas present. the person that received it was very happy with it.. she has other kindles but this new one is an obvious improvement over the previous ones.,great gift!,christmas present person received happy kindles new one obvious improvement previous one,1
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-19 00:00:00+00:00,"great resolution, easy to use. amazon prime gives you free movies, books, and games!",awesome tablet.,great resolution easy use amazon prime give free movie book game,1
